"name"	"description"	"page"
"375"	"uamericanus_homolog_chrom_start"	"American black bear chromosome/scaffold start (bp)"	"homologs"
"376"	"uamericanus_homolog_chrom_end"	"American black bear chromosome/scaffold end (bp)"	"homologs"
"377"	"uamericanus_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"378"	"uamericanus_homolog_subtype"	"Last common ancestor with American black bear"	"homologs"
"379"	"uamericanus_homolog_orthology_type"	"American black bear homology type"	"homologs"
"380"	"uamericanus_homolog_perc_id"	"%id. target American black bear gene identical to query gene"	"homologs"
"381"	"uamericanus_homolog_perc_id_r1"	"%id. query gene identical to target American black bear gene"	"homologs"
"382"	"uamericanus_homolog_goc_score"	"American black bear Gene-order conservation score"	"homologs"
"383"	"uamericanus_homolog_wga_coverage"	"American black bear Whole-genome alignment coverage"	"homologs"
"384"	"uamericanus_homolog_orthology_confidence"	"American black bear orthology confidence [0 low, 1 high]"	"homologs"
"385"	"nvison_homolog_ensembl_gene"	"American mink gene stable ID"	"homologs"
"386"	"nvison_homolog_associated_gene_name"	"American mink gene name"	"homologs"
"387"	"nvison_homolog_ensembl_peptide"	"American mink protein or transcript stable ID"	"homologs"
"388"	"nvison_homolog_chromosome"	"American mink chromosome/scaffold name"	"homologs"
"389"	"nvison_homolog_chrom_start"	"American mink chromosome/scaffold start (bp)"	"homologs"
"390"	"nvison_homolog_chrom_end"	"American mink chromosome/scaffold end (bp)"	"homologs"
"391"	"nvison_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"392"	"nvison_homolog_subtype"	"Last common ancestor with American mink"	"homologs"
"393"	"nvison_homolog_orthology_type"	"American mink homology type"	"homologs"
"394"	"nvison_homolog_perc_id"	"%id. target American mink gene identical to query gene"	"homologs"
"395"	"nvison_homolog_perc_id_r1"	"%id. query gene identical to target American mink gene"	"homologs"
"396"	"nvison_homolog_goc_score"	"American mink Gene-order conservation score"	"homologs"
"397"	"nvison_homolog_wga_coverage"	"American mink Whole-genome alignment coverage"	"homologs"
"398"	"nvison_homolog_orthology_confidence"	"American mink orthology confidence [0 low, 1 high]"	"homologs"
"399"	"capalliatus_homolog_ensembl_gene"	"Angola colobus gene stable ID"	"homologs"
"400"	"capalliatus_homolog_associated_gene_name"	"Angola colobus gene name"	"homologs"
"401"	"capalliatus_homolog_ensembl_peptide"	"Angola colobus protein or transcript stable ID"	"homologs"
"402"	"capalliatus_homolog_chromosome"	"Angola colobus chromosome/scaffold name"	"homologs"
"403"	"capalliatus_homolog_chrom_start"	"Angola colobus chromosome/scaffold start (bp)"	"homologs"
"404"	"capalliatus_homolog_chrom_end"	"Angola colobus chromosome/scaffold end (bp)"	"homologs"
"405"	"capalliatus_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"406"	"capalliatus_homolog_subtype"	"Last common ancestor with Angola colobus"	"homologs"
"407"	"capalliatus_homolog_orthology_type"	"Angola colobus homology type"	"homologs"
"408"	"capalliatus_homolog_perc_id"	"%id. target Angola colobus gene identical to query gene"	"homologs"
"409"	"capalliatus_homolog_perc_id_r1"	"%id. query gene identical to target Angola colobus gene"	"homologs"
"410"	"capalliatus_homolog_goc_score"	"Angola colobus Gene-order conservation score"	"homologs"
"411"	"capalliatus_homolog_wga_coverage"	"Angola colobus Whole-genome alignment coverage"	"homologs"
"412"	"capalliatus_homolog_orthology_confidence"	"Angola colobus orthology confidence [0 low, 1 high]"	"homologs"
"413"	"acarolinensis_homolog_ensembl_gene"	"Anole lizard gene stable ID"	"homologs"
"414"	"acarolinensis_homolog_associated_gene_name"	"Anole lizard gene name"	"homologs"
"415"	"acarolinensis_homolog_ensembl_peptide"	"Anole lizard protein or transcript stable ID"	"homologs"
"416"	"acarolinensis_homolog_chromosome"	"Anole lizard chromosome/scaffold name"	"homologs"
"417"	"acarolinensis_homolog_chrom_start"	"Anole lizard chromosome/scaffold start (bp)"	"homologs"
"418"	"acarolinensis_homolog_chrom_end"	"Anole lizard chromosome/scaffold end (bp)"	"homologs"
"419"	"acarolinensis_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"420"	"acarolinensis_homolog_subtype"	"Last common ancestor with Anole lizard"	"homologs"
"421"	"acarolinensis_homolog_orthology_type"	"Anole lizard homology type"	"homologs"
"422"	"acarolinensis_homolog_perc_id"	"%id. target Anole lizard gene identical to query gene"	"homologs"
"423"	"acarolinensis_homolog_perc_id_r1"	"%id. query gene identical to target Anole lizard gene"	"homologs"
"424"	"acarolinensis_homolog_goc_score"	"Anole lizard Gene-order conservation score"	"homologs"
"425"	"acarolinensis_homolog_wga_coverage"	"Anole lizard Whole-genome alignment coverage"	"homologs"
"426"	"acarolinensis_homolog_orthology_confidence"	"Anole lizard orthology confidence [0 low, 1 high]"	"homologs"
"427"	"cdromedarius_homolog_ensembl_gene"	"Arabian camel gene stable ID"	"homologs"
"428"	"cdromedarius_homolog_associated_gene_name"	"Arabian camel gene name"	"homologs"
"429"	"cdromedarius_homolog_ensembl_peptide"	"Arabian camel protein or transcript stable ID"	"homologs"
"430"	"cdromedarius_homolog_chromosome"	"Arabian camel chromosome/scaffold name"	"homologs"
"431"	"cdromedarius_homolog_chrom_start"	"Arabian camel chromosome/scaffold start (bp)"	"homologs"
"432"	"cdromedarius_homolog_chrom_end"	"Arabian camel chromosome/scaffold end (bp)"	"homologs"
"433"	"cdromedarius_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"434"	"cdromedarius_homolog_subtype"	"Last common ancestor with Arabian camel"	"homologs"
"435"	"cdromedarius_homolog_orthology_type"	"Arabian camel homology type"	"homologs"
"436"	"cdromedarius_homolog_perc_id"	"%id. target Arabian camel gene identical to query gene"	"homologs"
"437"	"cdromedarius_homolog_perc_id_r1"	"%id. query gene identical to target Arabian camel gene"	"homologs"
"438"	"cdromedarius_homolog_goc_score"	"Arabian camel Gene-order conservation score"	"homologs"
"439"	"cdromedarius_homolog_wga_coverage"	"Arabian camel Whole-genome alignment coverage"	"homologs"
"440"	"cdromedarius_homolog_orthology_confidence"	"Arabian camel orthology confidence [0 low, 1 high]"	"homologs"
"441"	"smerianae_homolog_ensembl_gene"	"Argentine black and white tegu gene stable ID"	"homologs"
"442"	"smerianae_homolog_associated_gene_name"	"Argentine black and white tegu gene name"	"homologs"
"443"	"smerianae_homolog_ensembl_peptide"	"Argentine black and white tegu protein or transcript stable ID"	"homologs"
"444"	"smerianae_homolog_chromosome"	"Argentine black and white tegu chromosome/scaffold name"	"homologs"
"445"	"smerianae_homolog_chrom_start"	"Argentine black and white tegu chromosome/scaffold start (bp)"	"homologs"
"446"	"smerianae_homolog_chrom_end"	"Argentine black and white tegu chromosome/scaffold end (bp)"	"homologs"
"447"	"smerianae_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"448"	"smerianae_homolog_subtype"	"Last common ancestor with Argentine black and white tegu"	"homologs"
"449"	"smerianae_homolog_orthology_type"	"Argentine black and white tegu homology type"	"homologs"
"450"	"smerianae_homolog_perc_id"	"%id. target Argentine black and white tegu gene identical to query gene"	"homologs"
"451"	"smerianae_homolog_perc_id_r1"	"%id. query gene identical to target Argentine black and white tegu gene"	"homologs"
"452"	"smerianae_homolog_goc_score"	"Argentine black and white tegu Gene-order conservation score"	"homologs"
"453"	"smerianae_homolog_wga_coverage"	"Argentine black and white tegu Whole-genome alignment coverage"	"homologs"
"454"	"smerianae_homolog_orthology_confidence"	"Argentine black and white tegu orthology confidence [0 low, 1 high]"	"homologs"
"455"	"dnovemcinctus_homolog_ensembl_gene"	"Armadillo gene stable ID"	"homologs"
"456"	"dnovemcinctus_homolog_associated_gene_name"	"Armadillo gene name"	"homologs"
"457"	"dnovemcinctus_homolog_ensembl_peptide"	"Armadillo protein or transcript stable ID"	"homologs"
"458"	"dnovemcinctus_homolog_chromosome"	"Armadillo chromosome/scaffold name"	"homologs"
"459"	"dnovemcinctus_homolog_chrom_start"	"Armadillo chromosome/scaffold start (bp)"	"homologs"
"460"	"dnovemcinctus_homolog_chrom_end"	"Armadillo chromosome/scaffold end (bp)"	"homologs"
"461"	"dnovemcinctus_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"462"	"dnovemcinctus_homolog_subtype"	"Last common ancestor with Armadillo"	"homologs"
"463"	"dnovemcinctus_homolog_orthology_type"	"Armadillo homology type"	"homologs"
"464"	"dnovemcinctus_homolog_perc_id"	"%id. target Armadillo gene identical to query gene"	"homologs"
"465"	"dnovemcinctus_homolog_perc_id_r1"	"%id. query gene identical to target Armadillo gene"	"homologs"
"466"	"dnovemcinctus_homolog_goc_score"	"Armadillo Gene-order conservation score"	"homologs"
"467"	"dnovemcinctus_homolog_wga_coverage"	"Armadillo Whole-genome alignment coverage"	"homologs"
"468"	"dnovemcinctus_homolog_orthology_confidence"	"Armadillo orthology confidence [0 low, 1 high]"	"homologs"
"469"	"sformosus_homolog_ensembl_gene"	"Asian bonytongue gene stable ID"	"homologs"
"470"	"sformosus_homolog_associated_gene_name"	"Asian bonytongue gene name"	"homologs"
"471"	"sformosus_homolog_ensembl_peptide"	"Asian bonytongue protein or transcript stable ID"	"homologs"
"472"	"sformosus_homolog_chromosome"	"Asian bonytongue chromosome/scaffold name"	"homologs"
"473"	"sformosus_homolog_chrom_start"	"Asian bonytongue chromosome/scaffold start (bp)"	"homologs"
"474"	"sformosus_homolog_chrom_end"	"Asian bonytongue chromosome/scaffold end (bp)"	"homologs"
"475"	"sformosus_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"476"	"sformosus_homolog_subtype"	"Last common ancestor with Asian bonytongue"	"homologs"
"477"	"sformosus_homolog_orthology_type"	"Asian bonytongue homology type"	"homologs"
"478"	"sformosus_homolog_perc_id"	"%id. target Asian bonytongue gene identical to query gene"	"homologs"
"479"	"sformosus_homolog_perc_id_r1"	"%id. query gene identical to target Asian bonytongue gene"	"homologs"
"480"	"sformosus_homolog_goc_score"	"Asian bonytongue Gene-order conservation score"	"homologs"
"481"	"sformosus_homolog_wga_coverage"	"Asian bonytongue Whole-genome alignment coverage"	"homologs"
"482"	"sformosus_homolog_orthology_confidence"	"Asian bonytongue orthology confidence [0 low, 1 high]"	"homologs"
"483"	"charengus_homolog_ensembl_gene"	"Atlantic herring gene stable ID"	"homologs"
"484"	"charengus_homolog_associated_gene_name"	"Atlantic herring gene name"	"homologs"
"485"	"charengus_homolog_ensembl_peptide"	"Atlantic herring protein or transcript stable ID"	"homologs"
"486"	"charengus_homolog_chromosome"	"Atlantic herring chromosome/scaffold name"	"homologs"
"487"	"charengus_homolog_chrom_start"	"Atlantic herring chromosome/scaffold start (bp)"	"homologs"
"488"	"charengus_homolog_chrom_end"	"Atlantic herring chromosome/scaffold end (bp)"	"homologs"
"489"	"charengus_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"490"	"charengus_homolog_subtype"	"Last common ancestor with Atlantic herring"	"homologs"
"491"	"charengus_homolog_orthology_type"	"Atlantic herring homology type"	"homologs"
"492"	"charengus_homolog_perc_id"	"%id. target Atlantic herring gene identical to query gene"	"homologs"
"493"	"charengus_homolog_perc_id_r1"	"%id. query gene identical to target Atlantic herring gene"	"homologs"
"494"	"charengus_homolog_goc_score"	"Atlantic herring Gene-order conservation score"	"homologs"
"495"	"charengus_homolog_wga_coverage"	"Atlantic herring Whole-genome alignment coverage"	"homologs"
"496"	"charengus_homolog_orthology_confidence"	"Atlantic herring orthology confidence [0 low, 1 high]"	"homologs"
"497"	"ssalar_homolog_ensembl_gene"	"Atlantic salmon gene stable ID"	"homologs"
"498"	"ssalar_homolog_associated_gene_name"	"Atlantic salmon gene name"	"homologs"
"499"	"ssalar_homolog_ensembl_peptide"	"Atlantic salmon protein or transcript stable ID"	"homologs"
"500"	"ssalar_homolog_chromosome"	"Atlantic salmon chromosome/scaffold name"	"homologs"
"501"	"ssalar_homolog_chrom_start"	"Atlantic salmon chromosome/scaffold start (bp)"	"homologs"
"502"	"ssalar_homolog_chrom_end"	"Atlantic salmon chromosome/scaffold end (bp)"	"homologs"
"503"	"ssalar_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"504"	"ssalar_homolog_subtype"	"Last common ancestor with Atlantic salmon"	"homologs"
"505"	"ssalar_homolog_orthology_type"	"Atlantic salmon homology type"	"homologs"
"506"	"ssalar_homolog_perc_id"	"%id. target Atlantic salmon gene identical to query gene"	"homologs"
"507"	"ssalar_homolog_perc_id_r1"	"%id. query gene identical to target Atlantic salmon gene"	"homologs"
"508"	"ssalar_homolog_goc_score"	"Atlantic salmon Gene-order conservation score"	"homologs"
"509"	"ssalar_homolog_wga_coverage"	"Atlantic salmon Whole-genome alignment coverage"	"homologs"
"510"	"ssalar_homolog_orthology_confidence"	"Atlantic salmon orthology confidence [0 low, 1 high]"	"homologs"
"511"	"cporosus_homolog_ensembl_gene"	"Australian saltwater crocodile gene stable ID"	"homologs"
"512"	"cporosus_homolog_associated_gene_name"	"Australian saltwater crocodile gene name"	"homologs"
"513"	"cporosus_homolog_ensembl_peptide"	"Australian saltwater crocodile protein or transcript stable ID"	"homologs"
"514"	"cporosus_homolog_chromosome"	"Australian saltwater crocodile chromosome/scaffold name"	"homologs"
"515"	"cporosus_homolog_chrom_start"	"Australian saltwater crocodile chromosome/scaffold start (bp)"	"homologs"
"516"	"cporosus_homolog_chrom_end"	"Australian saltwater crocodile chromosome/scaffold end (bp)"	"homologs"
"517"	"cporosus_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"518"	"cporosus_homolog_subtype"	"Last common ancestor with Australian saltwater crocodile"	"homologs"
"519"	"cporosus_homolog_orthology_type"	"Australian saltwater crocodile homology type"	"homologs"
"520"	"cporosus_homolog_perc_id"	"%id. target Australian saltwater crocodile gene identical to query gene"	"homologs"
"521"	"cporosus_homolog_perc_id_r1"	"%id. query gene identical to target Australian saltwater crocodile gene"	"homologs"
"522"	"cporosus_homolog_goc_score"	"Australian saltwater crocodile Gene-order conservation score"	"homologs"
"523"	"cporosus_homolog_wga_coverage"	"Australian saltwater crocodile Whole-genome alignment coverage"	"homologs"
"524"	"cporosus_homolog_orthology_confidence"	"Australian saltwater crocodile orthology confidence [0 low, 1 high]"	"homologs"
"525"	"lbergylta_homolog_ensembl_gene"	"Ballan wrasse gene stable ID"	"homologs"
"526"	"lbergylta_homolog_associated_gene_name"	"Ballan wrasse gene name"	"homologs"
"527"	"lbergylta_homolog_ensembl_peptide"	"Ballan wrasse protein or transcript stable ID"	"homologs"
"528"	"lbergylta_homolog_chromosome"	"Ballan wrasse chromosome/scaffold name"	"homologs"
"529"	"lbergylta_homolog_chrom_start"	"Ballan wrasse chromosome/scaffold start (bp)"	"homologs"
"530"	"lbergylta_homolog_chrom_end"	"Ballan wrasse chromosome/scaffold end (bp)"	"homologs"
"531"	"lbergylta_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"532"	"lbergylta_homolog_subtype"	"Last common ancestor with Ballan wrasse"	"homologs"
"533"	"lbergylta_homolog_orthology_type"	"Ballan wrasse homology type"	"homologs"
"534"	"lbergylta_homolog_perc_id"	"%id. target Ballan wrasse gene identical to query gene"	"homologs"
"535"	"lbergylta_homolog_perc_id_r1"	"%id. query gene identical to target Ballan wrasse gene"	"homologs"
"536"	"lbergylta_homolog_goc_score"	"Ballan wrasse Gene-order conservation score"	"homologs"
"537"	"lbergylta_homolog_wga_coverage"	"Ballan wrasse Whole-genome alignment coverage"	"homologs"
"538"	"lbergylta_homolog_orthology_confidence"	"Ballan wrasse orthology confidence [0 low, 1 high]"	"homologs"
"539"	"lcalcarifer_homolog_ensembl_gene"	"Barramundi perch gene stable ID"	"homologs"
"540"	"lcalcarifer_homolog_associated_gene_name"	"Barramundi perch gene name"	"homologs"
"541"	"lcalcarifer_homolog_ensembl_peptide"	"Barramundi perch protein or transcript stable ID"	"homologs"
"542"	"lcalcarifer_homolog_chromosome"	"Barramundi perch chromosome/scaffold name"	"homologs"
"543"	"lcalcarifer_homolog_chrom_start"	"Barramundi perch chromosome/scaffold start (bp)"	"homologs"
"544"	"lcalcarifer_homolog_chrom_end"	"Barramundi perch chromosome/scaffold end (bp)"	"homologs"
"545"	"lcalcarifer_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"546"	"lcalcarifer_homolog_subtype"	"Last common ancestor with Barramundi perch"	"homologs"
"547"	"lcalcarifer_homolog_orthology_type"	"Barramundi perch homology type"	"homologs"
"548"	"lcalcarifer_homolog_perc_id"	"%id. target Barramundi perch gene identical to query gene"	"homologs"
"549"	"lcalcarifer_homolog_perc_id_r1"	"%id. query gene identical to target Barramundi perch gene"	"homologs"
"550"	"lcalcarifer_homolog_goc_score"	"Barramundi perch Gene-order conservation score"	"homologs"
"551"	"lcalcarifer_homolog_wga_coverage"	"Barramundi perch Whole-genome alignment coverage"	"homologs"
"552"	"lcalcarifer_homolog_orthology_confidence"	"Barramundi perch orthology confidence [0 low, 1 high]"	"homologs"
"553"	"lsdomestica_homolog_ensembl_gene"	"Bengalese finch gene stable ID"	"homologs"
"554"	"lsdomestica_homolog_associated_gene_name"	"Bengalese finch gene name"	"homologs"
"555"	"lsdomestica_homolog_ensembl_peptide"	"Bengalese finch protein or transcript stable ID"	"homologs"
"556"	"lsdomestica_homolog_chromosome"	"Bengalese finch chromosome/scaffold name"	"homologs"
"557"	"lsdomestica_homolog_chrom_start"	"Bengalese finch chromosome/scaffold start (bp)"	"homologs"
"558"	"lsdomestica_homolog_chrom_end"	"Bengalese finch chromosome/scaffold end (bp)"	"homologs"
"559"	"lsdomestica_homolog_canonical_transcript_protein"	"Query protein or transcript ID"	"homologs"
"560"	"lsdomestica_homolog_subtype"	"Last common ancestor with Bengalese finch"	"homologs"
"561"	"lsdomestica_homolog_orthology_type"	"Bengalese finch homology type"	"homologs"
"562"	"lsdomestica_homolog_perc_id"	"%id. target Bengalese finch gene identical to query gene"	"homologs"
"563"	"lsdomestica_homolog_perc_id_r1"	"%id. query gene identical to target Bengalese finch gene"	"homologs"
"564"	"lsdomestica_homolog_goc_score"	"Bengalese finch Gene-order conservation score"	"homologs"
